樣品編號,食品分類,樣品名稱,修正熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),總碳水化合物(g),膳食纖維(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),維生素A總量(IU),維生素E總量(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素C(mg)
Q6200501,糕餅點心類,牛軋糖,470,6.0,9.7,21.7,60.8,3.3,316,296,26,88,0.8,1.1,35,2.10,0.06,0.07,6.71,0.13,0
Q6200601,糕餅點心類,核棗糕,422,11.2,2.5,14.6,71.1,1.5,47,94,9,42,1.0,0.7,0,3.64,0.09,0.05,0.57,0.10,0
Q6300101,糕餅點心類,水果軟糖,411,7.6,1.3,8.4,82.6,0,4,2,4,2,0,0,0,0.45,0,0.04,0,0,0
Q6300201,糕餅點心類,水果QQ軟糖,342,14.5,6.8,0.2,78.3,0.1,28,37,5,10,0,0.1,0,0.09,0.02,0.02,0,0.10,0
Q6310101,糕餅點心類,牛奶軟糖,424,7.3,2.9,11.1,78.0,0,101,86,57,9,0,0.2,757,1.63,0.03,0.13,0,0.08,0
Q6310201,糕餅點心類,巧克力牛奶軟糖,422,7.6,3.4,11.3,76.7,0,119,191,51,30,1.0,0.3,544,1.31,0.03,0.15,0,0.13,0
Q6400101,糕餅點心類,太妃糖,438,6.8,2.7,13.9,75.6,0,211,124,29,12,0.7,0.4,462,0.71,0.03,0.17,0,0.17,0
Q6400201,糕餅點心類,蓮藕糖,395,1.4,0.2,0.4,97.8,0.2,43,30,12,6,0,0,6,0.03,0,0.01,0,0.04,0
Q6400301,糕餅點心類,枇杷糖,394,1.5,0.2,0.1,98.0,0,14,29,4,9,0,0.1,0,0.03,0,0.01,0,0.05,0
Q6400401,糕餅點心類,苦茶糖,396,0.9,0.1,0.2,98.5,0,7,2,0,3,0.2,0,0,0,0,0.03,0,0,0
Q6400501,糕餅點心類,薑糖,357,12.7,0.3,2.5,84.0,1.1,93,95,1,10,0.8,0.3,0,0.25,0,0.04,0,0,0
Q6400601,糕餅點心類,巧克力夾心糖,403,2.6,0.7,2.8,93.7,0,21,62,10,7,0,0.1,2,0.04,0.01,0,0,0,1.0
Q6800101,糕餅點心類,維生素C口含錠(檸檬),399,0.7,0.2,0.6,98.3,0,9,3,2,38,0,0.1,734,0.06,0,0.10,0,0,2598.9
Q6800201,糕餅點心類,酵母菌咀嚼錠,372,4.1,23.6,5.6,61.4,9.5,186,1529,8,163,10.3,2.6,105,0.19,1.30,1.56,14.77,1.23,0
Q6900101,糕餅點心類,乳酸球,451,7.3,3.8,21.7,66.1,11.6,35,370,137,20,0.5,0.4,85,0.12,0.08,0.19,0.25,0.19,0
Q6900201,糕餅點心類,羊乳片,410,4.3,23.4,10,56.6,0,319,1150,860,181,0.9,3.1,110,1.06,0.28,2.00,3.60,0.31,3.1
Q6900301,糕餅點心類,紅豆球,338,12.7,7.1,1.0,78.4,6.3,13,354,13,40,3.1,1.3,0,0.80,0,0.08,0.52,0.33,0
Q6900401,糕餅點心類,綠豆球,333,13.9,6.2,1.1,77.9,6.5,16,345,14,48,3.2,0.9,0,1.12,0.01,0.09,0.46,0.64,0
Q6900501,糕餅點心類,棉花糖,331,17.5,3.2,0.3,78.9,0,16,3,1,1,0,0,0,0.01,0,0,0,0,0
Q8100101,糕餅點心類,甘薯蜜餞,339,13.0,0.9,0.6,84.3,4.1,163,160,67,18,0.8,0.2,116,0,0.71,0.05,0.17,0.01,0.3
Q8100201,糕餅點心類,芒果青,217,44.2,0.6,0.4,54.2,2.9,149,53,47,62,1.4,0,3,0,0,0.04,1.08,0.05,0.1
Q8100301,糕餅點心類,芒果乾,364,7.6,0.6,1.0,90,3.4,219,64,58,8,2.0,0.1,15,0,0,0.05,1.01,0.01,0.0
Q8100401,糕餅點心類,芭樂果乾,329,12.5,1.1,0.2,85.2,8.9,368,110,49,6,3.8,0,20,0.59,0,0,0.95,0,28.8
Q8100501,糕餅點心類,鳳梨果乾,342,12.2,2.0,0.3,84.6,3.4,182,262,21,26,0,0,117,0.07,0.08,0,1.31,0.06,30.8
Q8100601,糕餅點心類,檸檬果乾,327,12.7,0.8,0.2,84.6,8.2,292,17,96,9,1.3,0,7,0.47,0,0,0,0,0.0
Q8100701,糕餅點心類,葡萄乾,329,14.5,3.2,1.5,78.7,5.9,14,710,55,33,1.5,0.5,0,0,0.07,0.04,1.18,0.03,0.7
Q9100101,糕餅點心類,豆干丁(五香),377,21.7,35.4,18.1,19.6,2.8,988,284,640,83,3.3,2.7,28,15.02,0.06,0.07,0.31,0.05,0.0
Q9100202,糕餅點心類,豆干片(沙茶),454,15.7,16.2,28.2,36.4,5.3,686,182,450,52,2.8,1.3,7,14.11,0.04,0.05,0.24,0.05,0.0
Q9900101,糕餅點心類,布丁粉,419,2.2,2.7,7.1,86.1,0,231,655,28,15,1.1,0.4,7,2.91,0.05,0.13,0,0.05,0
Q9900201,糕餅點心類,冰淇淋粉(香草),430,3.1,15.9,11.7,65.3,0,583,645,453,47,0.3,1.7,20,0.14,0.16,1.44,2.70,0.10,1.1
Q9900301,糕餅點心類,起酥片,401,31.9,6.7,26.9,33.8,1.2,205,51,10,18,0.3,0.3,281,6.17,0.10,0.02,1.06,0.02,0.4
R0100101,加工調理食品及其他類,廣東粥,81,82.3,4.9,2.8,9.1,0.2,271,53,5,6,1.7,0.7,6700,1.25,0.04,0.25,0.50,0.07,0.0
R0200101,加工調理食品及其他類,冷凍火腿炒飯,185,58.7,5.0,5.6,29.7,2.0,220,57,23,9,0.4,0.5,230,3.40,0.05,0.07,0.60,0.01,4.5
R0200201,加工調理食品及其他類,冷凍蝦仁炒飯,143,64.8,4.7,3.4,24.6,2.7,222,44,24,10,0.6,0.4,0,2.96,0.02,0.02,0.50,0,0
R0300101,加工調理食品及其他類,三角飯糰(肉鬆),215,51.2,5.8,5.5,36.6,1.9,224,74,12,9,0.3,0.5,172,53.76,0.02,0.05,0.19,0.02,1.5
R0300201,加工調理食品及其他類,糯米飯糰,333,37.0,5.9,17.6,38.3,1.1,393,86,15,22,0.6,0.7,47,3.77,0.06,0.02,0.80,0.06,0.0
R0400101,加工調理食品及其他類,肉粽,234,51.0,8.2,8.8,30.7,0.6,343,106,8,21,1.3,1.3,77,0.47,0.06,0.16,2.10,0.15,0.0
R0400201,加工調理食品及其他類,鹼粽,132,68.7,2.1,1.7,26.8,0.5,214,25,5,6,0,0.5,0,0.47,0,0,0.62,0,0.0
R0500301,加工調理食品及其他類,冷凍筒仔米糕,211,53.0,6.5,5.8,33.6,0.7,331,95,6,15,0.8,0.8,39,0.35,0.06,0.05,0.63,0.10,0
R0500401,加工調理食品及其他類,筒仔米糕,244,48.3,6.6,8.6,35.5,1.1,299,79,16,18,1.6,0.9,7,0.59,0.05,0.07,0.60,0.06,0.0
R0600101,加工調理食品及其他類,豬血糕,192,51.2,8.6,0.9,37.8,0.9,414,83,9,16,12.8,0.9,0,0.05,0.01,0.02,0.60,0.03,0.0
R0600201,加工調理食品及其他類,鴨血糕,190,52.5,6.7,1.1,39.1,1.3,1739,58,14,15,9.7,0.7,0,0,0.02,0.02,1.41,0.01,0.0
R0700101,加工調理食品及其他類,肉圓,135,67.3,3.1,1.6,27.3,0.3,217,49,9,3,0.9,0.3,113,0.19,0.06,0.06,0.90,0.02,0.0
R0700201,加工調理食品及其他類,清蒸蝦仁肉圓,149,70,4.6,7.4,16.7,1.3,429,58,7,10,0.7,0.5,13,0.20,0.08,0.04,2.40,0.06,0.0
R0800101,加工調理食品及其他類,甜酒釀,162,59.7,5.0,0.4,34.8,0.5,2,29,5,9,0,0.9,0,0.30,0.03,0.02,0,0.05,0.0
R0800201,加工調理食品及其他類,紫米酒釀,153,61.6,4.2,0.4,33.6,0.8,1,41,6,17,0.4,0.7,0,0.32,0.07,0.04,3.67,0.09,0.2
R0900101,加工調理食品及其他類,冷凍芝麻湯圓,351,31.8,4.8,16.3,46.7,0.9,3,45,61,30,0.8,0.8,0,23.87,0.05,0.04,0.70,0.10,0.0
R0900201,加工調理食品及其他類,冷凍花生湯圓,343,31.8,5.2,14.6,48.1,0.6,6,55,9,23,0.7,0.7,0,6.49,0.04,0.04,1.10,0.05,1.1
R0900301,加工調理食品及其他類,冷凍豬肉湯圓,281,44.1,6.5,12.1,36.6,0.4,210,72,6,10,0.4,0.8,7,0.79,0.13,0.05,0.90,0.02,0
R2100101,加工調理食品及其他類,炒板條,147,66.9,4.2,4.2,23.7,1.2,307,86,4,8,0.6,0.8,17,1.46,0.03,0.02,0.30,0.04,0.0
R2100201,加工調理食品及其他類,泡麵(牛肉口味),470,6.9,9.6,24.5,53.6,1.8,2077,186,13,30,1.6,0.8,292,6.11,0.24,0.13,0.70,0.20,0
R2100301,加工調理食品及其他類,泡麵(鮮蝦口味),471,6.1,9.6,23.8,55.5,1.7,1889,149,52,34,2.3,0.8,190,8.10,0.12,0.11,0.60,0.15,0.0
R2100401,加工調理食品及其他類,擔仔麵,119,76.3,4.4,6.5,11.9,2.5,312,83,6,12,1.3,0.4,10,0.57,0.03,0.07,0.70,0.12,0.0
R2200101,加工調理食品及其他類,冷凍牛肉水餃,213,57.0,8.9,9.7,23.1,1.2,383,174,4,16,0.9,1.0,14,0.70,0.06,0.04,1.06,0.40,0
R2200201,加工調理食品及其他類,冷凍豬肉水餃,206,58.0,8.1,9.7,22.1,0.9,447,160,18,17,0.6,0.7,3,0.99,0.15,0.09,2.25,0.12,0
R2200301,加工調理食品及其他類,冷凍豬肉韭菜水餃,225,54.6,8.4,11.5,23.0,1.8,439,154,18,17,0.7,0.6,33,0.44,0.14,0.11,3.20,0.09,0.4
R2200401,加工調理食品及其他類,冷凍豬肉蟹黃水餃,221,55.0,7.8,9.8,26.0,1.4,472,119,8,22,0.6,0.7,24,1.71,0.14,0.05,1.03,0.12,0
R2200501,加工調理食品及其他類,冷凍香菇雞肉水餃,216,56.2,9.5,10.2,22.7,2.3,350,166,14,20,1.2,0.8,50,0.17,0.03,0.09,1.15,0.17,0
R2200601,加工調理食品及其他類,冷凍素食水餃,169,59.8,8.7,4.1,25.8,2.8,369,188,44,35,1.2,0.6,16,3.83,0.06,0.07,0.55,0.07,0.0
R2200701,加工調理食品及其他類,冷凍鮪魚水餃,193,60.5,9.0,8.5,20.8,1.3,275,175,7,22,0.8,0.5,34,2.79,0.09,0.04,3.25,0.25,0
R2200801,加工調理食品及其他類,冷凍豬肉熟水餃,231,52.5,7.2,10.1,28.9,2.1,333,114,8,19,0.8,0.5,146,1.64,0.12,0.04,1.01,0.14,0
R2200901,加工調理食品及其他類,冷凍素食熟水餃,204,53.0,7.2,5.4,32.9,2.3,491,167,15,22,0.8,0.4,73,2.02,0.08,0.04,0.53,0.15,0
R2201001,加工調理食品及其他類,冷凍冬菜蝦仁餛飩,186,58.9,9.1,6.3,24.5,2.3,316,127,33,20,1.1,0.6,3,0.80,0.08,0.06,1.10,0.01,0.0
R2201101,加工調理食品及其他類,冷凍豬肉餛飩,222,53.2,11.1,10.1,23.0,2.8,428,162,17,20,0.7,0.9,17,0.71,0.18,0.15,0.80,0.09,0
R2201201,加工調理食品及其他類,冷凍菜肉餛飩,228,58.7,9.1,16.3,13.3,4.2,693,195,44,18,1.3,1.4,0,0.30,0.21,0.08,2.00,0.05,0.2
R2201301,加工調理食品及其他類,溫州餛飩,144,72.5,6.5,7.9,11.9,0.6,381,87,7,6,1.4,0.8,42,0.13,0.11,0.09,1.50,0.09,0.0
R2201401,加工調理食品及其他類,豬肉鍋貼,235,53.7,7.8,11.3,26.2,1.5,314,116,9,15,0.7,0.7,10,1.75,0.10,0.04,1.30,0.08,0.0
R2300101,加工調理食品及其他類,冷凍叉燒包,264,38.7,8.8,4.8,47.0,1.3,167,88,25,16,0.7,0.7,7,1.31,0.12,0.07,0.80,0.04,0.0
R2300201,加工調理食品及其他類,冷凍酸菜焢肉包子,297,39.8,8.6,13.1,37.2,2.1,343,132,11,23,0.8,0.8,262,1.00,0.11,0.10,1.14,0.37,0
R2300301,加工調理食品及其他類,冷凍芋泥包,258,38.2,6.6,3.6,51.1,2.4,46,130,16,18,0.5,0.7,6,2.10,0.06,0.06,0.56,0.07,0.0
R2300401,加工調理食品及其他類,冷凍豆沙包,243,39.2,7.4,1.1,51.8,1.7,60,103,21,21,0.7,0.9,0,1.35,0.05,0.07,0.70,0.04,0.0
R2300501,加工調理食品及其他類,冷凍芝麻包,340,28.8,7.2,11.7,51.7,0.6,24,139,4,20,1.1,0.7,0,25.83,0.05,0.07,0.70,0.02,1.3
R2300601,加工調理食品及其他類,冷凍蓮蓉包,288,33.3,7.9,5.5,52.8,2.4,82,67,24,18,0.7,0.5,20,3.30,0.04,0.07,0.50,0.02,0.4
R2300701,加工調理食品及其他類,冷凍叉燒包子,262,39.9,7.1,6.1,46.0,2.3,210,93,6,18,0.3,0.7,12,2.63,0.07,0.06,0.89,0.08,0
R2300801,加工調理食品及其他類,冷凍牛肉包子,265,37.4,10.8,4.6,46.1,1.8,261,122,5,17,1.3,0.4,100,4.31,0.07,0.10,1.26,0.26,0
R2300901,加工調理食品及其他類,冷凍豬肉包子,263,44.0,7.6,9.2,38.2,1.5,230,114,19,17,0.7,0.6,88,1.05,0.18,0.08,0.98,0.09,0.9
R2301001,加工調理食品及其他類,冷凍豬肉湯包,229,57.8,10.1,14.3,16.3,3.0,447,138,15,15,0.7,1.0,0,0.22,0.26,0.10,1.90,0.04,0.0
R2301101,加工調理食品及其他類,小籠包,239,58.0,9.6,15.5,15.9,1.2,248,130,11,12,0.5,0.8,50,0.80,0.17,0.03,2.00,0.12,0.0
R2301201,加工調理食品及其他類,冷凍素菜包子,232,45.2,8.6,3.8,41.4,1.1,244,100,28,19,0.6,0.6,284,2.32,0.10,0.11,0.80,0.04,0.5
R2301301,加工調理食品及其他類,竹筍包,203,53.8,6.9,5.5,32.9,2.6,348,60,14,10,0.5,0.5,0,2.42,0.05,0.04,0.59,0.03,0.0
R2400101,加工調理食品及其他類,冷凍白饅頭,274,32.7,7.4,2.4,57.0,2.3,91,87,9,17,0.5,0.6,0,0.18,0.06,0.04,0.62,0.07,0
R2400201,加工調理食品及其他類,白饅頭,246,38.8,8.1,1.2,51.3,1.1,182,66,21,16,0.4,1.6,0,0.19,0.05,0.02,0.50,0.03,0
R2400301,加工調理食品及其他類,芋頭饅頭,150,61.6,5.7,0.6,31.5,2.2,71,131,17,16,0.6,0.8,0,0.40,0.08,0.03,0.62,0.04,0.0
R2400401,加工調理食品及其他類,花捲,224,44.2,5.7,1.9,47.0,1.5,425,74,14,13,0.6,0.6,66,0.49,0.06,0.04,0.69,0.05,0.0
R2400501,加工調理食品及其他類,冷藏堅果饅頭,296,33.1,9.6,8.8,47.3,5.5,119,266,11,65,2.1,1.5,0,3.86,0.20,0.09,2.54,0.24,0
R2400601,加工調理食品及其他類,黑糖饅頭,230,41.8,6.8,0.9,50,2.5,41,118,19,19,0.8,0.6,0,0.73,0.07,0.07,0.89,0.16,0.0
R2400701,加工調理食品及其他類,冷凍銀絲卷(奶黃),279,32.9,8.9,3.3,54.5,2.2,11,101,9,20,0.9,0.7,16,0.40,0.08,0.07,0.79,0.09,0
R2500101,加工調理食品及其他類,火腿蛋三明治,272,46.5,10.9,13.2,28.2,1.3,426,144,33,22,1.5,1.2,103,7.88,0.13,0.21,1.07,0.04,9.3
R2600101,加工調理食品及其他類,披薩(夏威夷),266,41.4,12.0,8.7,35.9,2.0,437,125,157,18,0.6,1.1,153,3.62,0.10,0.13,1.09,0.06,5.1
R2600201,加工調理食品及其他類,冷凍披薩(黑胡椒火腿),206,54.3,9.3,6.9,27.7,2.0,405,240,32,20,0.5,1.0,675,1.74,0.14,0.17,1.01,0.22,0
R2700101,加工調理食品及其他類,蔥油餅,300,34.3,8.3,9.3,46.9,2.4,257,63,19,11,0.4,0.5,69,5.77,0.03,0.05,0.58,0.03,0.0
R2700201,加工調理食品及其他類,冷凍蔥油餅,245,37.5,9.1,1.1,50.5,1.3,602,88,8,21,1.3,0.5,44,0.50,0.08,0.05,0.63,0.10,0.3
R2700301,加工調理食品及其他類,冷凍蛋餅皮,228,45.7,5.7,3.7,43.7,1.3,291,77,15,20,0.7,0.3,18,0.30,0.08,0.02,0.41,0.03,0.0
R2700401,加工調理食品及其他類,燒餅,320,29.2,9.1,9.1,51.1,1.2,458,81,8,12,1.0,0.5,0,3.48,0.06,0.03,0,0.07,0.0
R2800101,加工調理食品及其他類,韭菜盒子,214,59.7,7.5,12.1,19.5,1.4,287,180,59,20,1.5,0.9,2172,3.25,0.04,0.04,3.10,0.03,0.0
R2800201,加工調理食品及其他類,大餅包小餅(紅豆),375,26.2,8.3,16.5,48.5,0.6,135,78,8,12,0.9,0.5,0,6.33,0.09,0.03,2.80,0.04,0.0
R2800301,加工調理食品及其他類,水煎包,163,64.0,4.3,5.4,25.2,2.0,310,129,41,15,0.6,0.6,110,0.93,0.07,0.06,0.58,0.07,2.6
R2800401,加工調理食品及其他類,牛肉餡餅,222,55.5,9.6,10.2,23.5,1.2,350,141,11,16,1.3,1.2,3,1.76,0.07,0.05,1.00,0.11,0.0
R2800501,加工調理食品及其他類,豬肉餡餅,324,46.3,6.2,23.3,23.1,1.5,290,117,15,12,0.7,0.8,154,0.53,0.14,0.06,0.67,0.07,0.0
R2900101,加工調理食品及其他類,冷凍燒賣,183,63.6,9.9,9.7,15.3,2.2,384,252,20,29,1.0,1.4,29,0.98,0.21,0.15,2.11,0.16,1.3
R2900201,加工調理食品及其他類,冷凍水晶包,208,56.3,4.8,7.8,30.4,1.5,193,78,7,10,0.4,0.4,16,0.41,0.12,0.04,0.73,0.06,0
R2900301,加工調理食品及其他類,"冷凍,水晶餃",189,55.6,2.8,3.5,36.8,0.7,348,72,19,10,0.9,0.3,0,0.23,0.06,0.02,0.34,0.06,0.0
R3000101,加工調理食品及其他類,油條,548,11.0,10.1,40.2,37.3,1.6,341,96,9,18,0.9,0.7,0,6.48,0.09,0.05,0.80,0.20,0.0
R3000201,加工調理食品及其他類,冷凍春捲,266,47.9,5.1,13.9,31.5,2.8,449,114,1,21,1.3,0.4,445,5.00,0.12,0.04,0.63,0.09,0
R3000301,加工調理食品及其他類,蚵仔煎,191,63.5,4.9,10.4,19.7,0.5,479,91,31,8,2.9,1.9,197,0.78,0.03,0.07,2.90,0.04,0.0
R3000401,加工調理食品及其他類,棺材板,261,54.8,7.0,17.5,19.7,1.5,299,67,8,14,0.5,0.3,17,1.83,0.05,0.08,2.60,0.10,0.0
R3000501,加工調理食品及其他類,油豆腐粉絲(阿給),143,70.1,6.9,6.2,15.7,1.6,162,99,110,15,1.9,0.5,3,2.59,0.03,0.03,0.20,0.04,0.0
R3100101,加工調理食品及其他類,冷凍可樂餅(奶汁),112,73.1,3.6,2.3,19.8,1.1,338,79,7,11,0.6,0.3,375,0.14,0.06,0.07,0.42,0.07,0.6
R4100101,加工調理食品及其他類,芋圓,212,46.3,0.9,0.2,52.1,0.8,2,183,29,12,3.0,1.0,5,0.32,0.04,0,0,0,0.0
R4100201,加工調理食品及其他類,粉圓,345,13.3,0.2,0,86.2,0.3,13,25,43,5,0,0,0,0.03,0,0,0,0,0.0
R4100301,加工調理食品及其他類,冷凍甘薯條,175,61.9,1.8,6.5,29.0,3.5,67,384,25,25,1.6,0.2,0,3.88,0.09,0.03,0.44,0.24,29.2
R4100401,加工調理食品及其他類,冷凍馬鈴薯條,144,67.0,2.2,4.5,25.5,3.5,18,357,11,23,0.6,0.3,3,1.37,0.16,0.01,1.14,0.05,9.3
R4400101,加工調理食品及其他類,台式泡菜,57,84.4,0.9,0.3,13.1,0.8,330,132,25,9,0,0,198,0.12,0,0,0,0,11.3
R4400201,加工調理食品及其他類,黃金泡菜,108,77.6,2.4,5.7,12.5,1.7,497,248,44,16,0.6,0,1245,4.22,0.04,0,0.60,0.08,2.3
R4400301,加工調理食品及其他類,韓式泡菜,30,89.7,2.0,0.4,5.8,2.8,487,244,63,18,1.1,0.3,997,1.20,0.06,0.08,0.63,0.24,5.1
R4400401,加工調理食品及其他類,花瓜罐頭,86,73.9,2.9,0.1,18.9,1.0,1458,122,13,18,3.4,0.3,0,0.13,0.01,0.08,1.90,0.24,0
R4400501,加工調理食品及其他類,冷凍洋蔥圈,276,41.5,4.0,11.0,41.4,2.8,503,173,130,19,0.3,0.4,0,6.95,0.09,0.03,0.58,0.15,0
R4400601,加工調理食品及其他類,醃辣椒,52,83.4,1.9,0.3,10.6,0.8,1520,48,29,10,0,0,201,0.65,0,0,0,0,1.0
R4700101,加工調理食品及其他類,佃煮黑豆,257,38.7,10.5,6.2,43.5,7.1,251,177,44,43,15.7,1.7,4,9.43,0.03,0.07,0,0.12,0.0
R4700201,加工調理食品及其他類,豆干絲,165,65.8,18.3,8.6,4.8,2.6,549,45,287,41,6.2,2.4,0,4.15,0.01,0.01,0.17,0.01,0.0
R4700202,加工調理食品及其他類,五香豆干,188,61.3,19.3,9.7,7.0,2.2,445,251,273,67,5.5,2.2,0,7.98,0.08,0.10,0.36,0.10,0.0
R4700203,加工調理食品及其他類,小方豆干,155,67.3,17.4,8.6,3.5,3.3,116,166,685,56,4.5,1.6,0,5.17,0.07,0.05,0.21,0.07,0.0
R4700301,加工調理食品及其他類,黑豆干,197,64.7,19.0,12.5,2.1,0,123,172,335,70,4.1,1.9,0,8.74,0.10,0.07,0.49,0.04,0.0
R4700401,加工調理食品及其他類,豆腐皮,208,59.6,25.3,11.0,2.4,0.6,23,382,62,96,4.7,2.2,7,8.00,0.11,0.07,0.53,0.62,0.4
R4700501,加工調理食品及其他類,日式炸豆皮,383,42.0,19.2,32.4,4.9,2.3,1,137,292,59,2.5,1.9,0,21.10,0.06,0.03,0.31,0.05,0.9
R4700601,加工調理食品及其他類,豆豉,215,37.2,20.4,11.5,12.8,10.8,6075,642,146,90,10.5,2.2,23,13.71,0.06,0.27,0.79,0.64,2.2
R4700701,加工調理食品及其他類,豆棗,419,15.8,11.7,19.2,50,0.8,854,74,273,41,3.1,0.5,0,9.69,0.02,0.02,0.13,0.07,0.0
R4700801,加工調理食品及其他類,百頁豆腐,195,66.0,13.4,13.1,6.3,0.5,425,17,33,6,2.1,0.8,0,8.24,0.02,0.01,0.11,0.01,1.0
R4700901,加工調理食品及其他類,傳統豆腐,87,81.2,8.5,3.4,6.0,0.6,2,180,140,33,2.0,0.8,0,2.77,0.08,0.04,0.25,0.02,0.0
R4701001,加工調理食品及其他類,冷凍豆腐,127,75.0,12.9,7.1,3.9,2.2,8,109,240,49,2.5,1.2,0,4.82,0.04,0.02,0.19,0.05,5.7
R4701101,加工調理食品及其他類,小三角油豆腐,158,75.6,12.7,13.3,0,0.7,1,196,216,57,2.5,1.4,0,5.38,0.06,0.05,0.27,0.07,2.9
R4701201,加工調理食品及其他類,嫩豆腐,51,89.9,4.9,3.0,1.6,0.8,32,165,13,36,1.3,0.5,0,2.56,0.09,0.04,0.24,0.07,0.0
R4701301,加工調理食品及其他類,雞蛋豆腐,79,84.6,6.9,4.6,2.7,0.4,307,176,9,24,1.0,0.8,12,1.84,0.05,1.21,0.18,0.07,0.3
R4701401,加工調理食品及其他類,麻油辣腐乳,106,71.1,9.0,5.8,4.8,0.7,3675,124,137,44,3.1,1.0,318,5.08,0.01,0.10,0.39,0.12,0
R4800101,加工調理食品及其他類,素肉,199,57.2,23.9,10.1,6.0,5.5,731,351,120,72,4.3,1.8,19,7.71,0.06,0,0.62,0,0.0
R4800201,加工調理食品及其他類,冷凍素雞塊,203,57.3,14.2,8.1,19.0,1.2,456,58,8,14,1.6,0.6,4,5.17,0.05,0.07,0.31,0.07,0
R4900101,加工調理食品及其他類,花生麵筋罐頭,204,60,11.0,11.1,15.5,1.1,778,93,11,30,1.8,0.9,0,5.72,0.03,0.10,1.00,0.39,0
R4900201,加工調理食品及其他類,香菇麵筋罐頭,191,61.9,10.7,10,14.9,0.5,916,80,9,20,1.7,0.8,0,6.88,0.01,0.08,0.60,0.22,0
R5100101,加工調理食品及其他類,叉燒肉,253,50.3,17.2,13.1,16.5,0,841,243,17,22,0.7,1.8,0,5.41,0.69,0.14,3.71,0.43,0.0
R5100201,加工調理食品及其他類,切片火腿(牛肉),121,68.9,15.9,2.2,9.4,0,1200,304,18,15,1.8,2.6,0,0.69,0.03,0.09,2.19,0.13,115.5
R5100301,加工調理食品及其他類,切片火腿(豬肉),147,66.0,16.5,4.9,9.0,0,1006,281,36,19,1.3,1.5,887,1.36,2.55,0.30,5.55,0.66,71.2
R5100401,加工調理食品及其他類,切片火腿(雞肉),148,66.2,15.3,5.3,10,0,1040,238,22,16,1.1,1.7,0,0.31,0.08,0.14,2.54,0.15,0.0
R5100501,加工調理食品及其他類,"條狀火腿(牛肉,黑胡椒)",113,71.1,18.9,2.3,4.1,0,1125,302,5,18,2.5,4.6,6,4.94,0.05,0.15,2.65,0.22,174.4
R5100601,加工調理食品及其他類,條狀火腿(豬肉),145,65.1,16.2,3.8,11.5,0,1029,306,8,18,1.3,1.6,16,0.24,0.36,0.16,6.93,0.14,23.0
R5100701,加工調理食品及其他類,醬肘子,134,72.1,19.0,6.6,0,0,671,264,5,19,1.1,1.4,20,0.19,0.35,0.18,2.78,0.25,8.9
R5100801,加工調理食品及其他類,培根,372,49.0,13.5,35.6,0,0,610,209,3,14,0.5,1.5,62,0.35,0.43,0.13,4.93,0.17,45.1
R5100901,加工調理食品及其他類,臘肉(五花肉),525,25.1,18.5,49.0,2.4,0,1539,221,5,20,0.9,1.7,0,0.09,0.46,0.16,3.72,0.27,4.1
R5100902,加工調理食品及其他類,臘肉(腿肉),377,31.9,26.7,27.2,6.4,0,3220,270,11,33,1.4,2.6,123,0.20,0.48,0.26,4.78,0.24,1.4
R5200101,加工調理食品及其他類,片狀肉乾(牛肉),335,17.9,30.3,5.2,41.8,0,1317,603,12,44,3.6,7.2,33,1.29,0.11,0.33,5.62,0.17,5.6
R5200102,加工調理食品及其他類,"片狀肉乾(牛肉,辣味)",323,19.9,38.0,4.6,32.4,0,1537,676,5,42,5.7,9.7,12,1.51,0.11,0.32,6.01,0.31,5.6
R5200201,加工調理食品及其他類,片狀肉乾(豬肉),329,19.5,30,5.0,41.0,0,1177,583,8,44,1.8,2.9,5,0.43,0.90,0.24,7.58,0.49,7.1
R5200301,加工調理食品及其他類,條狀肉乾(豬肉),345,18.6,43.2,7.9,25.1,0,1325,863,8,65,2.5,4.1,5,0.46,0.74,0.21,7.97,0.83,3.9
R5300101,加工調理食品及其他類,牛肉香腸,298,48.5,20.7,20.5,7.8,0,792,334,11,17,1.8,4.6,9,0.06,0.53,0.16,29.35,0.46,31.1
R5300201,加工調理食品及其他類,香腸,354,41.2,17.0,26.3,12.3,0,1026,284,2,17,1.6,1.7,68,0.15,0.49,0.16,5.84,0.18,26.0
R5300202,加工調理食品及其他類,香腸(蒜味),388,34.5,16.6,27.9,17.6,0,1021,310,6,18,1.2,1.8,63,0.22,0.47,0.16,8.58,0.17,12.4
R5300203,加工調理食品及其他類,蒟蒻香腸(蒜味),289,42.8,19.4,14.9,19.3,0,1106,427,5,26,1.2,2.1,16,0.36,0.55,0.17,4.28,0.21,43.8
R5300301,加工調理食品及其他類,小巧香腸,362,41.8,15.1,28.2,11.9,0,912,261,2,14,1.2,1.7,56,0.23,0.28,0.16,3.07,0.36,58.5
R5300401,加工調理食品及其他類,雞肉香腸(大),283,46.6,22.4,16.3,11.8,0,914,323,16,23,1.3,1.7,6,0.40,0.37,0.17,26.61,0.50,56.5
R5300402,加工調理食品及其他類,雞肉香腸(小),459,30.5,13.9,37.7,15.9,0,699,216,8,12,1.8,0.5,30,0.46,0.51,0.07,5.18,0.29,38.4
